database,description
drug_DrugBank,Bexarotene
drug_DrugBank,Spermine
drug_DrugBank,Tetracycline
drug_DrugBank,Dextroamphetamine
drug_DrugBank,Benzyl alcohol
drug_DrugBank,SF1126
drug_DrugBank,Prednisolone
drug_DrugBank,Dihydromorphine
drug_DrugBank,Clofibrate
drug_DrugBank,Tibolone
drug_DrugBank,Phenobarbital
drug_DrugBank,Ademetionine
drug_DrugBank,Beta-Mercaptoethanol
drug_DrugBank,Vorinostat
drug_DrugBank,Calcitriol
drug_DrugBank,Loperamide
drug_DrugBank,Benzquinamide
drug_DrugBank,Thonzylamine
drug_DrugBank,Cisplatin
drug_DrugBank,Droxidopa
drug_DrugBank,Mitotane
drug_DrugBank,Dapsone
drug_DrugBank,Bicalutamide
drug_DrugBank,Cabergoline
drug_DrugBank,Choline
drug_DrugBank,Choline salicylate
drug_DrugBank,Tetrahydrocannabivarin
drug_DrugBank,N-Formylmethionine
drug_DrugBank,B-nonylglucoside
drug_DrugBank,Dexfosfoserine
drug_DrugBank,Myristic acid
drug_DrugBank,Methimazole
drug_DrugBank,Clonazepam
drug_DrugBank,Candesartan cilexetil
drug_DrugBank,Candesartan
drug_DrugBank,Ethosuximide
drug_DrugBank,Clotiazepam
drug_DrugBank,Apremilast
drug_DrugBank,Methoxyflurane
drug_DrugBank,Ticagrelor
drug_DrugBank,Cevimeline
drug_DrugBank,Cinnarizine
drug_DrugBank,Busulfan
drug_DrugBank,Curcumin
drug_DrugBank,Dacarbazine
drug_DrugBank,L-Glutamine
drug_DrugBank,Diacerein
drug_DrugBank,Rhein
drug_DrugBank,Cytarabine
drug_DrugBank,Dosulepin
drug_DrugBank,Guanosine-5'-Diphosphate
drug_DrugBank,Acepromazine
drug_DrugBank,Thioproperazine
drug_DrugBank,Aminophylline
drug_DrugBank,Cyclosporine
drug_DrugBank,Amoxapine
drug_DrugBank,Clozapine
drug_DrugBank,Silver
drug_DrugBank,Norepinephrine
drug_DrugBank,Pravastatin
drug_DrugBank,Metformin
drug_DrugBank,Glycerin
drug_DrugBank,4-Methoxyamphetamine
drug_DrugBank,Minaprine
drug_DrugBank,Dihydro-alpha-ergocryptine
drug_DrugBank,Mitoxantrone
drug_DrugBank,Mirtazapine
drug_DrugBank,Perospirone
drug_DrugBank,Ezetimibe
drug_DrugBank,Primidone
drug_DrugBank,Gallamine Triethiodide
drug_DrugBank,Nintedanib
drug_DrugBank,Enprofylline
drug_DrugBank,Reserpine
drug_DrugBank,Bortezomib
drug_DrugBank,"5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole"
drug_DrugBank,METHYL (2Z)-2-(2-{[6-(2-CYANOPHENOXY)PYRIMIDIN-4-YL]OXY}PHENYL)-3-METHOXYACRYLATE
drug_DrugBank,"(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE"
drug_DrugBank,FAMOXADONE
drug_DrugBank,METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE
drug_DrugBank,2-NONYL-4-HYDROXYQUINOLINE N-OXIDE
drug_DrugBank,UBIQUINONE-2
drug_DrugBank,Lansoprazole
drug_DrugBank,Lorpiprazole
drug_DrugBank,Lysergic Acid Diethylamide
drug_DrugBank,Zolpidem
drug_DrugBank,Valaciclovir
drug_DrugBank,Risperidone
drug_DrugBank,Paliperidone
drug_DrugBank,Maprotiline
drug_DrugBank,Cephalexin
drug_DrugBank,Sildenafil
drug_DrugBank,Riluzole
drug_DrugBank,Methysergide
drug_DrugBank,Escitalopram
drug_DrugBank,Sulfanilamide
drug_DrugBank,Tretinoin
drug_DrugBank,Zidovudine
drug_DrugBank,Apalutamide
drug_DrugBank,Methotrexate
drug_DrugBank,Methotrimeprazine
drug_DrugBank,Nabilone
drug_DrugBank,Marimastat
drug_DrugBank,Nalmefene
drug_DrugBank,Nicotinamide
drug_DrugBank,Clomipramine
drug_DrugBank,Morphine
drug_DrugBank,Acetoacetic Acid
drug_DrugBank,Pitolisant
drug_DrugBank,Isavuconazole
drug_DrugBank,Seratrodast
drug_DrugBank,Bupropion
drug_DrugBank,Proguanil
drug_DrugBank,Palmitic Acid
drug_DrugBank,Danazol
drug_DrugBank,Arachidonic Acid
drug_DrugBank,Tocopherol
drug_DrugBank,alpha-Tocopherol acetate
drug_DrugBank,Haloperidol
drug_DrugBank,Pyridoxal Phosphate
drug_DrugBank,Desflurane
drug_DrugBank,Cisapride
drug_DrugBank,Cholic Acid
drug_DrugBank,Resveratrol
drug_DrugBank,Ketoconazole
drug_DrugBank,Chlorpropamide
drug_DrugBank,Clevidipine
drug_DrugBank,Atorvastatin
drug_DrugBank,Ciclesonide
drug_DrugBank,Flunitrazepam
drug_DrugBank,Hydrochlorothiazide
drug_DrugBank,Artenimol
drug_DrugBank,Azelastine
drug_DrugBank,Chlorprothixene
drug_DrugBank,Alprostadil
drug_DrugBank,Diethylstilbestrol
drug_DrugBank,Quinine
drug_DrugBank,Chlorzoxazone
drug_DrugBank,Clobazam
drug_DrugBank,Carfilzomib
drug_DrugBank,Olopatadine
drug_DrugBank,Phosphoaminophosphonic Acid-Adenylate Ester
drug_DrugBank,Isoflurane
drug_DrugBank,Pentobarbital
drug_DrugBank,Deoxycholic Acid
drug_DrugBank,Phenylbutazone
drug_DrugBank,Hydromorphone
drug_DrugBank,Sofosbuvir
drug_DrugBank,Lactic Acid
drug_DrugBank,Cystine
drug_DrugBank,Pramipexole
drug_DrugBank,Guanosine-5'-Monophosphate
drug_DrugBank,Nilutamide
drug_DrugBank,Cefotaxime
drug_DrugBank,Dexfenfluramine
drug_DrugBank,Omega-3 fatty acids
drug_DrugBank,L-Phenylalanine
drug_DrugBank,Terbinafine
drug_DrugBank,Dexchlorpheniramine maleate
drug_DrugBank,Fenoldopam
drug_DrugBank,Sulpiride
drug_DrugBank,Antithymocyte immunoglobulin (rabbit)
drug_DrugBank,Lobeglitazone
drug_DrugBank,"1,4-Dithiothreitol"
drug_DrugBank,Tesmilifene
drug_DrugBank,Adenosine
drug_DrugBank,Etoricoxib
drug_DrugBank,Tiapride
drug_DrugBank,Rupatadine
drug_DrugBank,Heparin
drug_DrugBank,Iloperidone
drug_DrugBank,Kappadione
drug_DrugBank,Cefalotin
drug_DrugBank,Ketobemidone
drug_DrugBank,Prasterone
drug_DrugBank,Trabectedin
drug_DrugBank,Bupivacaine
drug_DrugBank,Cyclic Adenosine Monophosphate
drug_DrugBank,Vernakalant
drug_DrugBank,Vitamin C
drug_DrugBank,Triamcinolone
drug_DrugBank,"5-HEPTYL-6-HYDROXY-1,3-BENZOTHIAZOLE-4,7-DIONE"
drug_DrugBank,Ferrous sulfate
drug_DrugBank,L-Arginine
drug_DrugBank,Phenacetin
drug_DrugBank,Rofecoxib
drug_DrugBank,Bethanidine
drug_DrugBank,Zinc
drug_DrugBank,Fluciclovine (18F)
drug_DrugBank,S-PALMITOYL-L-CYSTEINE
drug_DrugBank,Human Thrombin
drug_DrugBank,Thrombin Alfa
drug_DrugBank,Doconexent
drug_DrugBank,S-Hydroxycysteine
drug_DrugBank,Genistein
drug_DrugBank,Mexiletine
drug_DrugBank,Hexobarbital
drug_DrugBank,L-Proline
drug_DrugBank,Somatostatin
drug_DrugBank,Benzphetamine
drug_DrugBank,Ampicillin
drug_DrugBank,Cariprazine
drug_DrugBank,Acitretin
drug_DrugBank,Aminosalicylic Acid
drug_DrugBank,N-Acetylglucosamine
drug_DrugBank,Ribavirin
drug_DrugBank,Sulfaphenazole
drug_DrugBank,Dihydroergotamine
drug_DrugBank,Trazodone
drug_DrugBank,Polaprezinc
drug_DrugBank,Lofexidine
drug_DrugBank,Miconazole
drug_DrugBank,Lenalidomide
drug_DrugBank,Aspartame
drug_DrugBank,Meprobamate
drug_DrugBank,Tenocyclidine
drug_DrugBank,Diphenhydramine
drug_DrugBank,Flurbiprofen
drug_DrugBank,Pentaerythritol Tetranitrate
drug_DrugBank,Metoclopramide
drug_DrugBank,Flunarizine
drug_DrugBank,2-Methoxyestradiol
drug_DrugBank,Abciximab
drug_DrugBank,Human C1-esterase inhibitor
drug_DrugBank,Conestat alfa
drug_DrugBank,Ginkgo biloba
drug_DrugBank,Aldesleukin
drug_DrugBank,Epinastine
drug_DrugBank,Levodopa
drug_DrugBank,Adenosine 5'-[γ-thio]triphosphate
drug_DrugBank,Gestrinone
drug_DrugBank,Mephenytoin
drug_DrugBank,Clotrimazole
drug_DrugBank,Anisomycin
drug_DrugBank,Puromycin
drug_DrugBank,Phenethyl Isothiocyanate
drug_DrugBank,Etretinate
drug_DrugBank,N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide
drug_DrugBank,"(2S)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one"
drug_DrugBank,Leflunomide
drug_DrugBank,Thiothixene
drug_DrugBank,Phenformin
drug_DrugBank,Alitretinoin
drug_DrugBank,Ketoprofen
drug_DrugBank,Setiptiline
drug_DrugBank,Taurine
drug_DrugBank,L-Alanine
drug_DrugBank,L-Lysine
drug_DrugBank,Zafirlukast
drug_DrugBank,Adefovir Dipivoxil
drug_DrugBank,Fenoprofen
drug_DrugBank,Alpha-Hydroxy-Beta-Phenyl-Propionic Acid
drug_DrugBank,Lurasidone
drug_DrugBank,Staurosporine
drug_DrugBank,Batimastat
drug_DrugBank,Tacrine
drug_DrugBank,Gemcitabine
drug_DrugBank,Thalidomide
drug_DrugBank,Avatrombopag
drug_DrugBank,Diclofenac
drug_DrugBank,Tizanidine
drug_DrugBank,Epicept NP-1
drug_DrugBank,Triflupromazine
drug_DrugBank,Lamotrigine
drug_DrugBank,Quinidine barbiturate
drug_DrugBank,Beta carotene
drug_DrugBank,Bumetanide
drug_DrugBank,Amuvatinib
drug_DrugBank,Gavestinel
drug_DrugBank,Adalimumab
drug_DrugBank,Tegafur-uracil
drug_DrugBank,Ibuprofen
drug_DrugBank,Iron
drug_DrugBank,Oxtriphylline
drug_DrugBank,Colforsin
drug_DrugBank,Indigotindisulfonic Acid
drug_DrugBank,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate"
drug_DrugBank,Gallium nitrate
drug_DrugBank,Guanfacine
drug_DrugBank,RPI-78M
drug_DrugBank,Basiliximab
drug_DrugBank,Enzastaurin
drug_DrugBank,Memantine
drug_DrugBank,Naringenin
drug_DrugBank,Niacin
drug_DrugBank,Epibatidine
drug_DrugBank,Glutethimide
drug_DrugBank,Varenicline
drug_DrugBank,Cytisine
drug_DrugBank,Fludiazepam
drug_DrugBank,Cinolazepam
drug_DrugBank,Sodium phosphate
drug_DrugBank,Eletriptan
drug_DrugBank,Halothane
drug_DrugBank,Aminohippuric acid
drug_DrugBank,Methyprylon
drug_DrugBank,Sulindac
drug_DrugBank,Pidolic Acid
drug_DrugBank,Magnesium carbonate
drug_DrugBank,"Inositol 1,3,4,5-Tetrakisphosphate"
drug_DrugBank,Tositumomab
drug_DrugBank,Antipyrine
drug_DrugBank,Dipivefrin
drug_DrugBank,Mefloquine
drug_DrugBank,Urokinase
drug_DrugBank,Hesperetin
drug_DrugBank,Acetylsalicylic acid
drug_DrugBank,Tubocurarine
drug_DrugBank,Acetylcysteine
drug_DrugBank,Ibudilast
drug_DrugBank,Efalizumab
drug_DrugBank,Sargramostim
drug_DrugBank,Loratadine
drug_DrugBank,Ibutilide
drug_DrugBank,Gabexate
drug_DrugBank,Lormetazepam
drug_DrugBank,Etacrynic acid
drug_DrugBank,Amantadine
drug_DrugBank,Ketazolam
drug_DrugBank,Phenelzine
drug_DrugBank,Enalapril
drug_DrugBank,Arotinolol
drug_DrugBank,Topiramate
drug_DrugBank,Rivaroxaban
drug_DrugBank,Testosterone
drug_DrugBank,Carboplatin
drug_DrugBank,Oxybutynin
drug_DrugBank,Nitrendipine
drug_DrugBank,Dextrothyroxine
drug_DrugBank,NADH
drug_DrugBank,Repaglinide
drug_DrugBank,Nomifensine
drug_DrugBank,Methyltestosterone
drug_DrugBank,Zaleplon
drug_DrugBank,Ethinyl Estradiol
drug_DrugBank,Fostamatinib
drug_DrugBank,Norethisterone
drug_DrugBank,Tacrolimus
drug_DrugBank,Sumatriptan
drug_DrugBank,Ouabain
drug_DrugBank,Vincristine
drug_DrugBank,Brinzolamide
drug_DrugBank,Norfloxacin
drug_DrugBank,L-Cysteine
drug_DrugBank,Potassium gluconate
drug_DrugBank,Cocaine
drug_DrugBank,ATP
drug_DrugBank,Almotriptan
drug_DrugBank,Gefitinib
drug_DrugBank,Glutathione
drug_DrugBank,Teniposide
drug_DrugBank,Copanlisib
drug_DrugBank,Cabazitaxel
drug_DrugBank,Clopidogrel
drug_DrugBank,Apixaban
drug_DrugBank,Stanolone
drug_DrugBank,Stanolone acetate
drug_DrugBank,Testosterone cypionate
drug_DrugBank,Testosterone enanthate
drug_DrugBank,Testosterone undecanoate
drug_DrugBank,Naratriptan
drug_DrugBank,Amiodarone
drug_DrugBank,Idelalisib
drug_DrugBank,Phenylephrine
drug_DrugBank,Fesoterodine
drug_DrugBank,"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE"
drug_DrugBank,Vortioxetine
drug_DrugBank,Propranolol
drug_DrugBank,Chloramphenicol
drug_DrugBank,Prothrombin
drug_DrugBank,Osimertinib
drug_DrugBank,Selegiline
drug_DrugBank,Troleandomycin
drug_DrugBank,Hyaluronic acid
drug_DrugBank,Lidocaine
drug_DrugBank,Sitaxentan
drug_DrugBank,Darifenacin
drug_DrugBank,Pethidine
drug_DrugBank,Spermidine
drug_DrugBank,Phenytoin
drug_DrugBank,Pegvisomant
drug_DrugBank,Tolterodine
drug_DrugBank,Isradipine
drug_DrugBank,Dinoprost Tromethamine
drug_DrugBank,L-Asparagine
drug_DrugBank,Panobinostat
drug_DrugBank,Ibrutinib
drug_DrugBank,Gliclazide
drug_DrugBank,Capsaicin
drug_DrugBank,Fluconazole
drug_DrugBank,L-Isoleucine
drug_DrugBank,Phentermine
drug_DrugBank,Doxorubicin
drug_DrugBank,Aminoglutethimide
drug_DrugBank,Oxycodone
drug_DrugBank,Alprazolam
drug_DrugBank,Telmisartan
drug_DrugBank,Praziquantel
drug_DrugBank,Simvastatin
drug_DrugBank,Ciprofloxacin
drug_DrugBank,Chenodeoxycholic acid
drug_DrugBank,Trimipramine
drug_DrugBank,Alfuzosin
drug_DrugBank,Sirolimus
drug_DrugBank,Levonorgestrel
drug_DrugBank,Albendazole
drug_DrugBank,Amlodipine
drug_DrugBank,Biotin
drug_DrugBank,Toremifene
drug_DrugBank,Nilvadipine
drug_DrugBank,Triazolam
drug_DrugBank,Benidipine
drug_DrugBank,Daclatasvir
drug_DrugBank,Topotecan
drug_DrugBank,Triamterene
drug_DrugBank,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol"
drug_DrugBank,Benzylpenicillin
drug_DrugBank,Ramelteon
drug_DrugBank,Tamoxifen
drug_DrugBank,Promazine
drug_DrugBank,Docetaxel
drug_DrugBank,Progesterone
drug_DrugBank,Ellagic Acid
drug_DrugBank,Riociguat
drug_DrugBank,Azimilide
drug_DrugBank,Homatropine
drug_DrugBank,Desipramine
drug_DrugBank,Putrescine
drug_DrugBank,Cilnidipine
drug_DrugBank,Estradiol
drug_DrugBank,Estradiol acetate
drug_DrugBank,Estradiol benzoate
drug_DrugBank,Estradiol cypionate
drug_DrugBank,Estradiol dienanthate
drug_DrugBank,Estradiol valerate
drug_DrugBank,Vilazodone
drug_DrugBank,ABT-869
drug_DrugBank,Vardenafil
drug_DrugBank,Prednisone
drug_DrugBank,Diclofenamide
drug_DrugBank,Aprepitant
drug_DrugBank,Lacidipine
drug_DrugBank,Quinacrine
drug_DrugBank,Propiverine
drug_DrugBank,Oseltamivir
drug_DrugBank,Midazolam
drug_DrugBank,Nifedipine
drug_DrugBank,Moclobemide
drug_DrugBank,Terfenadine
drug_DrugBank,Gemfibrozil
drug_DrugBank,Umeclidinium
drug_DrugBank,Mibefradil
drug_DrugBank,Oxaliplatin
drug_DrugBank,Celecoxib
drug_DrugBank,Temsirolimus
drug_DrugBank,Cobimetinib
drug_DrugBank,"1D-myo-inositol 1,4,5-trisphosphate"
drug_DrugBank,Lumacaftor
drug_DrugBank,FARNESYL DIPHOSPHATE
drug_DrugBank,Azithromycin
drug_DrugBank,Liothyronine
drug_DrugBank,Irinotecan
drug_DrugBank,Cefdinir
drug_DrugBank,Medical Cannabis
drug_DrugBank,Nabiximols
drug_DrugBank,Venlafaxine
drug_DrugBank,Benzthiazide
drug_DrugBank,Daunorubicin
drug_DrugBank,Chloroquine
drug_DrugBank,Dasabuvir
drug_DrugBank,Thimerosal
drug_DrugBank,Aranidipine
drug_DrugBank,Cannabidiol
drug_DrugBank,Levothyroxine
drug_DrugBank,Fluvoxamine
drug_DrugBank,Indinavir
drug_DrugBank,Olaparib
drug_DrugBank,Propiomazine
drug_DrugBank,Epinephrine
drug_DrugBank,Levofloxacin
drug_DrugBank,Delavirdine
drug_DrugBank,Timolol
drug_DrugBank,Sorafenib
drug_DrugBank,Abiraterone
drug_DrugBank,Topiroxostat
drug_DrugBank,Oxazepam
drug_DrugBank,Lopinavir
drug_DrugBank,Mifepristone
drug_DrugBank,2-(N-Morpholino)-Ethanesulfonic Acid
drug_DrugBank,Ritonavir
drug_DrugBank,Picrotoxin
drug_DrugBank,L-Leucine
drug_DrugBank,Pseudoephedrine
drug_DrugBank,Simeprevir
drug_DrugBank,Ulipristal
drug_DrugBank,Pancuronium
drug_DrugBank,Bendroflumethiazide
drug_DrugBank,Quinethazone
drug_DrugBank,Spironolactone
drug_DrugBank,Lauryl Dimethylamine-N-Oxide
drug_DrugBank,"N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE"
drug_DrugBank,Semaglutide
drug_DrugBank,Valsartan
drug_DrugBank,Etoperidone
drug_DrugBank,Asunaprevir
drug_DrugBank,Dopamine
drug_DrugBank,Trimethoprim
drug_DrugBank,Rosuvastatin
drug_DrugBank,Phenprocoumon
drug_DrugBank,Ceftriaxone
drug_DrugBank,Belinostat
drug_DrugBank,Acebutolol
drug_DrugBank,Serine
drug_DrugBank,Acenocoumarol
drug_DrugBank,Deutetrabenazine
drug_DrugBank,S-Hexylglutathione
drug_DrugBank,Manidipine
drug_DrugBank,Ergoloid mesylate
drug_DrugBank,Raloxifene
drug_DrugBank,Rubidium Rb-82
drug_DrugBank,Trimebutine
drug_DrugBank,Levosalbutamol
drug_DrugBank,Trifluoperazine
drug_DrugBank,Vitamin E
drug_DrugBank,alpha-Tocopherol succinate
drug_DrugBank,D-alpha-Tocopherol acetate
drug_DrugBank,L-Tryptophan
drug_DrugBank,Ticlopidine
drug_DrugBank,Pazopanib
drug_DrugBank,Formoterol
drug_DrugBank,Citric Acid
drug_DrugBank,Rufinamide
drug_DrugBank,Dextromethorphan
drug_DrugBank,Arsenic trioxide
drug_DrugBank,Valdecoxib
drug_DrugBank,Acetylcholine
drug_DrugBank,Ethylmorphine
drug_DrugBank,Brexpiprazole
drug_DrugBank,Fluticasone propionate
drug_DrugBank,Succinylcholine
drug_DrugBank,Mycophenolate mofetil
drug_DrugBank,Thrombin
drug_DrugBank,Imipramine
drug_DrugBank,Alvocidib
drug_DrugBank,Dichlorobenzyl alcohol
drug_DrugBank,Nevirapine
drug_DrugBank,Clonidine
drug_DrugBank,Urea
drug_DrugBank,Sertindole
drug_DrugBank,Cyclothiazide
drug_DrugBank,Tocofersolan
drug_DrugBank,Rifampicin
drug_DrugBank,Tolbutamide
drug_DrugBank,Bifonazole
drug_DrugBank,Pindolol
drug_DrugBank,Velpatasvir
drug_DrugBank,Dronabinol
drug_DrugBank,Pimozide
drug_DrugBank,Regorafenib
drug_DrugBank,Paramethadione
drug_DrugBank,Vemurafenib
drug_DrugBank,Geranylgeranyl diphosphate
drug_DrugBank,Pranlukast
drug_DrugBank,Oxprenolol
drug_DrugBank,Troglitazone
drug_DrugBank,Letermovir
drug_DrugBank,Lovastatin
drug_DrugBank,Procaine
drug_DrugBank,Opium
drug_DrugBank,Dapagliflozin
drug_DrugBank,Ondansetron
drug_DrugBank,Glyburide
drug_DrugBank,Methamphetamine
drug_DrugBank,Dinoprostone
drug_DrugBank,Midodrine
drug_DrugBank,Mephentermine
drug_DrugBank,Racepinephrine
drug_DrugBank,DL-Methylephedrine
drug_DrugBank,Methadone
drug_DrugBank,Dihydroergocornine
drug_DrugBank,Indomethacin
drug_DrugBank,Cefadroxil
drug_DrugBank,XL765
drug_DrugBank,Ranitidine
drug_DrugBank,Purvalanol
drug_DrugBank,Ropivacaine
drug_DrugBank,Alosetron
drug_DrugBank,Chlordiazepoxide
drug_DrugBank,Flurazepam
drug_DrugBank,Nateglinide
drug_DrugBank,Vandetanib
drug_DrugBank,Cholecystokinin
drug_DrugBank,Perhexiline
drug_DrugBank,Ketamine
drug_DrugBank,Celiprolol
drug_DrugBank,Astemizole
drug_DrugBank,Ixazomib
drug_DrugBank,Rucaparib
drug_DrugBank,Piperaquine
drug_DrugBank,Dextropropoxyphene
drug_DrugBank,Tetrafluoroaluminate Ion
drug_DrugBank,Fingolimod
drug_DrugBank,Pomalidomide
drug_DrugBank,Agmatine
drug_DrugBank,Phosphatidyl serine
drug_DrugBank,Bosutinib
drug_DrugBank,Fish oil
drug_DrugBank,Flavin mononucleotide
drug_DrugBank,Guanosine-5'-Triphosphate
drug_DrugBank,Sarilumab
drug_DrugBank,Estrone sulfate
drug_DrugBank,Delafloxacin
drug_DrugBank,Metyrapone
drug_DrugBank,Cimetidine
drug_DrugBank,Zuclopenthixol
drug_DrugBank,Thiamine
drug_DrugBank,Dihydroergocristine
drug_DrugBank,Isoniazid
drug_DrugBank,Flutamide
drug_DrugBank,Quazepam
drug_DrugBank,Ergocalciferol
drug_DrugBank,Abemaciclib
drug_DrugBank,Valproic Acid
drug_DrugBank,Ospemifene
drug_DrugBank,Estrone
drug_DrugBank,Acetaminophen
drug_DrugBank,Bromazepam
drug_DrugBank,Netupitant
drug_DrugBank,Menthol
drug_DrugBank,Dasatinib
drug_DrugBank,Imatinib
drug_DrugBank,Rabeprazole
drug_DrugBank,Diazepam
drug_DrugBank,Pizotifen
drug_DrugBank,Zotepine
drug_DrugBank,Cetuximab
drug_DrugBank,Trastuzumab
drug_DrugBank,Anti-inhibitor coagulant complex
drug_DrugBank,Dactinomycin
drug_DrugBank,Temazepam
drug_DrugBank,Perphenazine
drug_DrugBank,Ethanol
drug_DrugBank,Cholecalciferol
drug_DrugBank,Palifermin
drug_DrugBank,Prazosin
drug_DrugBank,Cyproheptadine
drug_DrugBank,Trimethadione
drug_DrugBank,Dalteparin
drug_DrugBank,Ergotamine
drug_DrugBank,Blonanserin
drug_DrugBank,Esmirtazapine
drug_DrugBank,Voriconazole
drug_DrugBank,Ubidecarenone
drug_DrugBank,Formic Acid
drug_DrugBank,Meloxicam
drug_DrugBank,Tapentadol
drug_DrugBank,Citalopram
drug_DrugBank,Bicifadine
drug_DrugBank,Duloxetine
drug_DrugBank,Glycine
drug_DrugBank,"S,S-(2-Hydroxyethyl)Thiocysteine"
drug_DrugBank,Etoposide
drug_DrugBank,Bromocriptine
drug_DrugBank,Sulfinpyrazone
drug_DrugBank,Rotigotine
drug_DrugBank,Exisulind
drug_DrugBank,Amiloride
drug_DrugBank,Mianserin
drug_DrugBank,Calcium
drug_DrugBank,Stiripentol
drug_DrugBank,Tetraethylammonium
drug_DrugBank,Copper
drug_DrugBank,Benzatropine
drug_DrugBank,Eszopiclone
drug_DrugBank,Taurocholic Acid
drug_DrugBank,Carvedilol
drug_DrugBank,Pergolide
drug_DrugBank,Sulfamethoxazole
drug_DrugBank,Iloprost
drug_DrugBank,Alpha-Linolenic Acid
drug_DrugBank,"Antihemophilic factor, human recombinant"
drug_DrugBank,Lonoctocog alfa
drug_DrugBank,Moroctocog alfa
drug_DrugBank,Zopiclone
drug_DrugBank,Promethazine
drug_DrugBank,CYT997
drug_DrugBank,Muromonab
drug_DrugBank,Primaquine
drug_DrugBank,Seliciclib
drug_DrugBank,Calcium Citrate
drug_DrugBank,Lorcaserin
drug_DrugBank,Milnacipran
drug_DrugBank,Chlorphenesin
drug_DrugBank,Nilotinib
drug_DrugBank,Mirabegron
drug_DrugBank,Foreskin fibroblast (neonatal)
drug_DrugBank,Arformoterol
drug_DrugBank,Crisaborole
drug_DrugBank,Flufenamic Acid
drug_DrugBank,Oxymetazoline
drug_DrugBank,Xylometazoline
drug_DrugBank,Cirazoline
drug_DrugBank,Thioridazine
drug_DrugBank,Zileuton
drug_DrugBank,Calcium Phosphate
drug_DrugBank,Pioglitazone
drug_DrugBank,Histamine
drug_DrugBank,L-Aspartic Acid
drug_DrugBank,Drospirenone
drug_DrugBank,Pipotiazine
drug_DrugBank,Enasidenib
drug_DrugBank,Cabozantinib
drug_DrugBank,Folic Acid
drug_DrugBank,Orphenadrine
drug_DrugBank,Guanidine
drug_DrugBank,Lutetium Lu 177 dotatate
drug_DrugBank,Diflunisal
drug_DrugBank,beta-Naphthoflavone
drug_DrugBank,Methylphenobarbital
drug_DrugBank,Lisuride
drug_DrugBank,Drotrecogin alfa
drug_DrugBank,Ropinirole
drug_DrugBank,L-Citrulline
drug_DrugBank,Mersalyl
drug_DrugBank,Amodiaquine
drug_DrugBank,Etorphine
drug_DrugBank,Propofol
drug_DrugBank,Histidine
drug_DrugBank,Dalfampridine
drug_DrugBank,Sapropterin
drug_DrugBank,N-acetyl-alpha-neuraminic acid
drug_DrugBank,Ezogabine
drug_DrugBank,Lorazepam
drug_DrugBank,Donepezil
drug_DrugBank,Phosphocreatine
drug_DrugBank,Rosiglitazone
drug_DrugBank,Dabigatran etexilate
drug_DrugBank,Serotonin
drug_DrugBank,Sodium bicarbonate
drug_DrugBank,Galantamine
drug_DrugBank,Montelukast
drug_DrugBank,Ornithine
drug_DrugBank,Glycyrrhizic acid
drug_DrugBank,Glucose
drug_DrugBank,Phthalic Acid
drug_DrugBank,Chloroprocaine
drug_DrugBank,Benzamidine
drug_DrugBank,Carbinoxamine
drug_DrugBank,Epirubicin
drug_DrugBank,Acyclovir
